"","01T6","02T6","06T6","08T6","15T6","16T6","21T6","25T6","28T6","29T6","35T6","43T6","48T6","51T6","55T6","59T6","60T6","61T6","63T6","67T6","75T6","76T6"
"dbA|AABICPOP_01105",15.3425827313153,15.0443430505139,15.2085612956527,15.6654464093555,15.8059162324245,15.21078449737,14.7167323472943,15.0667097455168,14.7457922781734,15.2031153337294,15.1827678960985,14.9115059983746,15.0912334002209,15.4334458901583,15.4231114219566,14.9853837569837,14.8214672787458,14.8268625599962,15.1317091806408,15.1422354313939,15.2747300433562,15.2395833707638
"dbA|AABICPOP_01132",15.4535745500088,15.7040596717823,15.6933249332333,16.2951095913178,16.0111817078612,15.2100763805844,14.7171475662621,15.7745226335706,14.8059682869956,16.315284790251,15.9216043819572,14.7348427310555,15.5789115768934,16.469768580715,16.3655844243764,16.5747221548076,13.4611409948924,16.5509833530664,16.3605240441327,15.0667234006583,15.2365285429688,15.3860430780267
"dbA|AABICPOP_01275",15.6016614754358,15.2633577105191,15.3988909828488,15.6753936413128,15.0701119427286,14.9992267239053,14.951143455746,15.1643640963877,15.0090509331422,15.7075882994791,15.5240909236762,14.5668001810476,15.1737157848238,15.5502258689125,15.3827326255959,15.1724850517491,14.9348258446725,15.2087355951813,15.6792562615591,15.2790867490984,15.7064618290626,15.4597590580968
"dbA|AABICPOP_01445",15.557259513725,15.5408720401011,15.5179994471937,15.7760640336894,15.7201530501821,15.6814584100166,15.0119528230773,15.206983880895,14.8122352260252,15.1945337055888,15.2753599405523,14.9999341303826,15.3504092138819,15.8217422232784,15.5596820596596,13.7594693471117,14.8978590783757,14.8607408283492,15.2820860035191,14.9165203932976,15.3139086261775,15.8211554463602
"dbA|AABICPOP_01492",14.6988369969171,14.2776848937211,14.4703365971312,14.656301579913,14.5003497041689,14.9025900546206,14.9864122157997,14.4821881489859,15.1653639718769,14.4747094327267,14.6667063555043,15.3140805291904,14.3906009981185,14.7670348442484,13.2372650941262,14.4751178503381,15.4501711952978,13.607545468022,14.568547549434,14.729785557937,14.9571363375867,15.0083879600931
"dbA|AABICPOP_01503",15.8564070189517,14.9675759865091,14.5185023126927,15.0420792308605,14.7215158450797,16.3443829900673,15.5573804926114,14.7247007878601,15.4629062853203,15.0673772132757,13.755581647648,15.6669015677684,14.7846706434151,15.6917093831555,14.819166984697,14.8641476749837,15.4878771399453,15.2594303577029,14.9957327160381,14.9662326429324,15.1882889159123,15.9215903235867
"dbA|AABICPOP_01520",14.6360081454961,14.7465064184178,15.8189408999723,15.0183327751816,15.2498926710821,14.6376101104267,14.7127880990391,14.7730852234796,14.4277166147812,14.8258575199539,14.6333942093682,14.7673982258725,14.7366898142927,14.5354950296948,15.288350148671,13.8773327442933,14.3164136463027,15.5304837874789,13.6141971825104,14.5806705151324,14.6664578902418,14.3731684387184
"dbA|AABICPOP_01592",15.1616187762771,15.0741745499884,15.1573097785325,15.3370034348428,15.0730775019522,15.1127924933885,14.7892888673632,15.1463252931121,14.7355019972016,15.5575746868653,15.4906618673425,14.8861119773931,14.9559004171974,15.1086120747242,15.2929497612969,15.3087541598506,14.7051879187825,15.056180292951,15.5276940853905,15.0981145650583,15.203639454188,14.9342336351648
"dbA|AABICPOP_01862",14.9755110350321,13.8548128093084,14.7391880601121,15.3505827848622,14.8343914266808,15.0458933016774,14.6802181667438,15.0668525522769,14.6161105282037,14.8929975634576,14.7498327150746,14.8096246148155,14.7656182698283,15.115181281486,16.3251329518204,15.7446188068368,13.9502375600515,15.9152995916405,15.3989738214772,14.6952623942249,15.1473961654605,14.8960058105865
"dbA|AABICPOP_01878",14.3479339975845,15.3546882579468,14.3523927846683,14.1990595565841,14.2623549550524,14.2457145406645,15.1003292289832,14.3268275182199,15.0078440383193,13.9364105255215,14.1465360836574,15.2888784089874,14.980389331862,14.4376966635623,13.4852496357776,14.8866387884453,15.5047710607758,14.3103165217238,14.44175475381,15.0660320019413,14.2423657276679,14.4216120181603
"dbA|AABICPOP_01910",13.9856931407794,16.3204017582163,16.2189894039716,14.3525679893278,15.3693518633951,12.8213095565448,15.4574382480969,15.8100352209451,16.0904750551388,14.9073682512069,14.6903947457735,15.7852444066734,14.2210675588924,14.8554878498194,13.2934999644585,15.4556792469463,16.0069110207454,14.031838965257,15.7009838086308,15.7120860981299,15.8346061396808,15.007361415165
"dbA|AABICPOP_01975",16.5150899671226,16.2283523742159,17.2410285227534,17.1439591569631,18.1679000752043,16.6657398877231,15.3618732829337,16.6090667218966,15.4604018478984,17.3328366797551,17.1158016075024,15.1440423728401,15.7919605923445,17.8217197072603,17.9570164928045,19.0933557655892,15.609278983594,18.9233112142907,17.5921600525977,17.0339814657863,16.8242667573109,16.0730955220043
"dbA|AABICPOP_02050",16.3485329670463,16.7715861649386,17.6410370094174,18.0807402138919,16.1521144441674,14.7809147694734,16.4050290083943,16.7098948289605,16.7243729884419,17.1085922718472,15.8316036711043,16.3999293882011,15.0070870576856,17.7882931209557,15.529183260133,15.9214215060846,16.3052794482137,13.7293449053321,14.1713493170881,16.2528610838453,16.8163098908251,16.0938623776759
"dbA|AABICPOP_02083",14.2169402725911,14.5141087602915,13.8043406211091,14.0745999805486,14.1503024671248,14.1458514464302,14.9632308932313,14.0152029854464,14.8435662672411,13.8305836527375,13.9215357801012,15.2231080964664,14.4660650712044,14.2261819001021,13.3273965989003,14.2050391938696,15.0404627782168,13.324262252199,14.0625505885621,14.6807560474512,14.0361577204797,14.3471398982005
"dbA|AABICPOP_02096",14.6676373891128,14.3440615545767,14.0766109634333,14.7552357038049,14.9577667952548,14.5438518024213,14.7360672187598,14.4096257963153,14.3509118560243,14.5621532034347,14.7931703286564,14.9362147010012,14.4322840682254,14.6459534296492,14.7725865766219,14.7979367999839,14.5226871507734,15.8802752537292,14.6367421207205,14.4032549822207,14.4185650987776,14.3702114422665
"dbA|AABICPOP_02101",15.1705915813366,14.8611959919214,15.115313722559,15.2864004015672,15.2969629277033,14.2946233582235,14.5935358120284,14.7180389826063,14.4530220141601,14.8293201192782,14.7411106572592,14.7643317369174,14.7188529039319,14.9262123511709,15.0997649158047,14.7304218153674,14.5841663370501,15.5807031500606,14.8766823782338,14.5965505006016,14.6994486938253,14.5334130710028
"dbA|AABICPOP_02233",14.244518429725,14.7418622300041,14.4075119924306,14.3431439094613,14.0925522523872,14.0100465171013,14.8695528284691,14.4765409346077,14.6276678954519,14.2442152230346,14.40528778711,14.9928967691334,14.6082269434942,14.413678728771,14.4517170287051,14.1062130859609,14.6667399355235,14.5167199265612,14.1934473154088,14.4532946752495,14.2871230319695,14.3766686762934
"dbA|AABICPOP_02234",14.0932491551889,15.3471562231632,14.9664812638672,14.8918786391557,14.2731442236881,15.3507677141946,15.0327783446051,15.7971048916419,15.0875103565893,14.5217762437341,15.2296976902129,15.0536948214744,15.3082561060855,14.9922226678961,14.8866224592172,14.6867625813886,15.1636879598179,14.6209715777861,15.0911455368143,14.8543693819861,15.093436814491,14.8862501512876
"dbA|AABICPOP_02256",15.1391408990962,14.6725109453846,15.2973679624376,15.3244771582563,16.3531742814142,15.1258652335433,14.6527403567295,15.1234288821869,14.3832558747835,15.3851901742584,15.123837182794,14.7987705427559,14.7840929254113,15.2722899308014,15.1956565598027,15.6033282106339,14.588688720432,16.4793107114877,15.4059953606853,14.9134424152231,15.0714416525371,14.952077437119
"dbA|AABICPOP_02399",14.7910801395539,14.7082101218633,14.6581805327484,14.5422898280449,14.9862772277136,14.6092652073694,14.642115286027,14.5271839428315,14.6625898266648,14.4960008243788,14.2542923949023,14.7784934889499,14.7509657063454,14.8854906573861,14.6477762688708,14.6287003902108,14.6655845490379,15.094315939512,14.8203350597831,14.4749199537213,15.4098774087142,14.9419516641162
"dbA|AABICPOP_02415",13.9760974508945,13.8135609980668,13.9718644077639,13.6132103426241,15.1164886733511,13.8601226700838,16.033873764268,13.6025515235872,15.9023982022729,13.7796431066101,13.8602026263875,15.7089982227733,13.9852188120189,14.0915385048047,12.9988547281321,13.9192392244397,15.6594843312875,14.080397041845,13.8288502897323,14.1392146692735,13.6994845161655,14.1097916378912
"dbA|AABICPOP_02456",15.8635004104707,15.2668812865439,15.6292083159823,14.8928062024884,14.9482791981074,13.2918247726377,15.4045095827444,15.4621910177048,15.5341353132919,16.1777166231255,16.1582482264545,15.4311323915774,15.0003937654574,14.9691539222674,14.5132903670034,15.0072722693587,15.5690316262617,16.4909908764416,15.504888894476,14.6143250670018,15.0077947272036,14.5049840015531
"dbA|AABICPOP_02476",16.1892133559589,14.9956808943132,14.8803967192607,15.1304259494026,15.3421096001872,15.8646974366677,15.9499493191853,14.6271597022398,15.6341038690106,15.0035890828946,15.0120055186724,15.1371240767816,14.9881102541183,15.9871360445083,14.8361880925756,14.5868044092679,15.0431579271026,14.9426902751677,14.7331422564314,15.3361516583369,15.1995932172081,16.0884493123565
"dbA|AABICPOP_02880",14.9979065059432,14.4536737852695,14.8776925432776,15.2463835092364,15.5686242705316,14.9746556245242,14.613854847072,14.9024482414784,14.5430829494313,15.0536126683519,14.8691807699144,14.7809264473535,14.5938280494261,15.0779236186662,15.1610269393572,15.3182748387878,14.6128910077637,15.5701710487857,15.2918530054661,14.727103238134,14.9086848655738,14.699269579088
"dbA|AABICPOP_02905",14.7820276027745,15.8445858937447,15.8353751347289,15.7641697976158,15.7862620016912,14.8808759101859,14.8899110927931,15.585280989869,15.1481107773332,13.8038095664754,15.6811995388721,14.7613428631562,15.4612120037848,14.9568553762302,15.6613167590078,15.8353173414693,14.8462742370903,15.2693453628512,15.9285987398882,15.1496096929038,15.5184519305259,14.9467820680531
"dbA|AABICPOP_02906",14.5441082448879,14.0526781390944,14.7046308990214,14.747433352481,14.4186671720376,14.8586098973668,14.8363639233801,14.3544278900005,14.9726159679198,14.2649770188744,14.1930850921608,14.8983669518479,14.5363678768837,14.5822554401769,14.4488672924802,14.4925164588144,14.7975843418196,14.4989146102151,14.6906390900431,14.3392448226374,14.4041511808342,14.529514705179
"dbA|AABICPOP_02912",15.5238409204225,14.2023984934474,14.3859557737321,14.90236517434,16.0303567217604,15.337732379526,14.9948507991141,14.7617323251968,14.9993475023385,14.5283265905136,14.7479029819163,15.1536724170529,14.492278305563,15.2753100045713,14.5211024577453,14.1996409510008,14.8360861959258,14.4757215295842,14.5149094292592,14.561585636228,14.8685550343688,15.4544722994449
"dbA|AABICPOP_02913",15.4105238041884,15.5500900978167,15.7048985159495,15.3025858296016,15.9644511077997,16.2211299273524,15.2473033365759,15.8362437188824,15.2660584724985,15.9240035165894,15.6107359251476,14.9589684456478,14.9883841960891,15.0278994722631,15.9681861347177,15.8959294905865,14.8915147550626,15.9521612576785,15.7885228498714,14.9340560862531,15.196469821973,15.5261774138999
"dbA|AABICPOP_02947",14.4775963249634,15.3806491284677,15.0160285659696,14.4857715562016,15.0301505563573,14.3636184625902,14.8168442794296,14.5185210592677,14.4351337105688,14.4569821203265,14.4275265027907,14.7921151167046,14.9978087575745,14.5373766006574,14.4833212839665,15.3347946200705,14.6226645664409,15.2758398842043,14.652705093819,14.7285093004323,14.3743103989022,14.3281267371767
"dbA|AABICPOP_03051",16.4211207709535,15.4830966964578,16.8345830455469,16.2271611220543,17.0093964589179,17.0749407202981,17.7009067689824,16.4025291005819,17.8442361338366,16.4548833299208,17.0096923753382,18.071781959362,15.8792961520881,16.3930347454438,16.8341299421881,16.9784866444078,17.5547573276443,17.1955379261291,15.8778416079614,16.4769342192469,15.197118849761,16.3852615295036
"dbA|AABICPOP_03149",14.1816112417529,14.0103022151723,13.7526955830494,14.2923580389139,14.479489370489,14.1981005255825,14.593745424625,14.2034000329012,14.4933166722516,14.3353898311862,13.7726784514383,15.0476546097464,14.1717401797373,14.0825108443724,14.2979310490539,14.6769768188805,14.45315664257,15.0312348109125,14.1207200851935,14.1465687230181,14.1982320064148,14.103993769012
"dbA|AABICPOP_03188",15.6636869707259,15.097229726169,15.3173546001817,15.4252779622016,15.8206967112736,15.4939103349625,15.0479845317249,15.0680551808426,13.4902163433889,15.1669534827615,15.0139134940429,15.1876521839414,15.0574905589489,15.494419257711,15.4680095610409,14.8958554160649,15.0704636087885,14.9792003892222,15.1035169883313,14.9846159729551,15.1814168158409,15.615395234269
"dbA|AABICPOP_03206",16.0062356273584,14.1040801455319,14.1138212405408,14.3666036725377,15.699336158167,16.0257461450064,16.1752760982273,13.9743962728085,15.2971636175743,14.1034674308087,14.1750267853497,16.2317392110495,14.1271837255982,15.2032936571315,13.7875758391378,14.0151269608312,15.6374181010597,15.5530585679254,14.2207790707725,14.4590916824988,14.5506875596199,15.7006037779034
"dbA|AABICPOP_03209",14.3396270127242,14.7323869467042,14.2288164892192,14.4749009304773,13.9639279816727,13.6012316487673,14.7942699390291,14.5509705315116,14.4341985877472,13.7258136370987,14.4174309116166,14.962474236762,14.6281462477742,14.4982193664969,14.9630595318305,14.1764284503306,14.6873013910181,15.2951332952401,14.1374150477561,14.7167583089014,14.3507790965475,14.444500402693
"dbA|AABICPOP_03225",14.0929008069519,13.9965537501653,13.8254111793108,14.2988036828717,14.4422101865004,14.5913689504302,15.6654190836908,14.1084999582478,15.4202560645605,13.8755534337351,14.0936278546422,15.0226915370367,14.1770706454652,14.3482610115234,13.9603657666233,14.06252417359,15.5309426189117,14.7704471536614,14.1909972954859,14.2339022328037,14.2314839333529,14.6266671822407
"dbA|AABICPOP_03229",15.1350817034025,14.6343206577581,15.7384425300847,15.5481269420042,15.7594691819665,15.3805563751742,14.6531443244088,15.6148791047924,14.6195845450147,15.5344753687415,15.4965195981072,14.8002595693574,15.1841759354892,15.4081598126536,15.8260758936284,16.1135458224725,14.5542774993273,16.0381072615796,15.7166886308878,15.1678373794554,14.8553614312616,15.0311488386889
"dbA|AABICPOP_03300",16.5153920816731,13.894296879311,15.0545150424691,15.6944353931637,15.5479375352733,14.9835402173061,18.1562422893373,15.4740840951995,17.4576813945672,15.7031450119447,15.0374910536143,17.6992284473341,15.528013741434,16.6614128656078,15.2546427219523,16.0795143339822,17.3769485354897,17.0974171498178,14.3305296073402,16.1648398975743,16.0542672782203,16.5378802442948
"dbA|AABICPOP_03307",13.2425639288479,13.3752501059891,13.1107612946041,13.2903849090318,13.08148493992,13.0175383619689,16.4632027994205,13.2405768150754,16.9018472996562,12.2429790212603,13.0873130746481,16.5920047931086,13.5597157474001,13.46894735231,13.2251963261566,13.65736428898,16.2103845939681,14.3711947542333,13.5739546338302,13.4000592237606,13.2242403679589,13.5072460212948
"dbA|AABICPOP_03309",16.0322035755631,16.0015205488998,16.6107469853397,16.071046755664,16.1909662580655,16.4018712093333,15.0905506276904,16.5127657028274,15.0411423713099,16.5889764676633,16.8372644238664,15.0548154538364,15.9606861667276,16.468358062381,16.7426021711959,16.8843015965861,14.6881170185158,16.9725080283915,16.5277842509198,16.1023685266192,15.9002480654555,15.7925740546441
"dbA|AABIDBHP_00169",15.0981071864471,15.5439619898094,15.8618476332335,15.6410661840591,15.9230649002511,15.1930883733943,14.5699799595059,16.005473035662,14.7509086062757,15.3589033104543,15.9919363493825,14.7403711013356,15.3345758701839,15.3155937686511,16.0650939041748,16.1731972592064,14.5190422841962,14.6327915766088,15.9644398556665,15.105106658189,15.2960710521539,15.0678615812147
"dbA|AABIDBHP_00535",14.8467802596169,15.9692625078866,15.9467608005546,15.6244733414298,15.2106679076488,15.0176717358286,15.0191290333746,16.1262324573622,14.9303946535356,15.3659385651491,15.5164426238235,15.0796927271592,15.9340543587967,14.9339721708818,15.6981797518871,15.6672745167692,15.4007321494362,15.0367188282403,15.4805692105038,16.2883401670279,15.828904343596,15.1837827505313
"dbA|AABIDBHP_00598",15.5228730929008,15.0413993254417,14.9753848576364,15.4882476790176,15.3776263307106,15.1424365223803,15.006785737276,15.2421548363673,15.1712803068112,15.4123335799523,15.42004296757,14.9477773745876,14.954308788706,15.6705001973789,14.8685309122416,16.0922144815089,15.0149629737034,15.4333465487379,17.2962974215836,14.9715129270629,15.1904294532626,15.3252241023172
"dbA|ABFPPFBC_00042",13.3081759794294,14.2393675194951,13.424455190164,14.0687999909306,15.5113690785312,13.0274395109079,15.3713678470791,14.1049445353788,15.0187683495001,14.1289428751741,14.2846928663359,15.1481293793502,14.3785639804571,14.6318793605818,14.3046428782746,15.09082219266,15.3027565012027,15.808495645515,14.302849360704,14.0274090986778,12.6078660339234,14.0178947223968
"dbA|ABFPPFBC_00157",15.1990585342671,13.760033278363,15.8966367357027,15.7045235979079,16.2802133114977,15.4571351306812,14.7430220854946,16.0173921966436,14.6796974824283,16.0745431438805,16.400937122774,14.6163958182526,15.3808127348868,15.1580019401205,16.6108345053503,16.1191142764687,14.6242648620174,16.5744242732467,16.8698809057956,15.7596244466207,14.9691240141542,15.1094680157183
"dbA|ABFPPFBC_00186",14.407682336487,15.532169402102,15.9008934740254,15.354100103457,16.3242765736369,15.1984648915419,14.6314029139532,15.7871302640176,14.4944779336816,15.5752664996787,15.8629533242868,14.7326403873798,15.5837117491707,14.0049509589036,15.9269847988592,15.9405281049065,14.4935561693032,16.209643077242,15.3815635502155,15.2775286483719,15.5024819862493,15.2186673291793
"dbA|ABFPPFBC_00219",15.4332007658147,15.8877295259392,16.155173759689,15.265734700516,16.6525937330722,15.3831647202776,15.2685530172269,16.1734217362443,15.2095488236561,16.4392125978594,13.4603381371727,15.1309917792195,15.5289167684295,15.8170840754775,16.1976045993534,16.4335179033674,15.2122540278115,15.8520734571307,16.4411419732821,15.7952721243681,15.8050291578944,15.3999030922983
"dbA|ABFPPFBC_00326",16.2098113191894,13.9723588542641,14.387128411033,14.6760954242243,16.712774607071,16.2904843291096,15.6146608040619,14.0589251674058,15.2832939169389,14.5293010444173,14.8775690915971,15.3105335230055,14.4424697224699,15.6953749259958,14.6375719014206,14.911443500037,15.1150610210413,14.6235447597041,14.7964012139947,14.4960852848387,14.7160553608978,15.9821065840046
"dbA|ABFPPFBC_00485",14.8947846903041,14.158522002692,13.7516619057153,14.0638967723204,15.8857761102932,14.7275854726443,15.431193015856,13.8702077946618,15.1785353825314,14.0427153815622,14.1286890826835,15.2574492946633,14.0057303974864,14.6093440177147,13.9849340072956,13.8963118330336,15.0848293652013,15.1950603768002,14.4752463959496,13.8295753050025,13.9519965685664,13.3230300294475
"dbA|ABFPPFBC_00689",16.1376222569827,14.3493342324247,15.1989119680457,16.1150063405543,16.8687325841439,15.6664394143364,15.391952052954,15.5920008465703,15.0558857162558,14.9647588562759,14.8429580896715,15.3113007748829,14.9683129249439,16.5521653733069,14.91411427411,15.9458609772568,15.1448729482116,16.068315873715,15.5429233143212,14.7776439675698,15.2288474431912,14.7686248867463
